country_code,2018,2019,2020,2021,2022,2023
BGD,6.44197494702485,6.97264399779152,2.58647816564581,6.07069417020969,6.00847462887278,4.4907040939439
BRA,1.09040860420944,0.562970836695342,-3.83550546624957,4.3179316178023,2.64631532426549,2.83370012768067
CHL,2.14988195463914,-0.962096016030856,-6.98113061984451,10.824550522267,1.64877813218645,-0.0196132258928543
CIV,2.05334874793748,3.96244737490909,-1.81621061689408,4.44709198559022,3.75602084648943,3.96403768538988
COL,0.695264947238812,1.36014067984289,-8.50949477621059,9.5929782838861,6.18779953705864,-0.410230298426796
ETH,3.97407545942133,5.48664148021712,3.22311599492807,2.85565763078523,2.59539967644373,3.85475025230436
GHA,4.01895338314475,4.39063133478864,-1.46830801654092,3.03800270044563,1.8305124767942,1.19022304172192
IDN,4.15930013909383,4.0413041818536,-2.89423403981894,2.97476192227879,4.52447576618876,4.16753001019646
KEN,3.52404781491717,3.07004769448449,-2.2103217118529,5.5651365159048,2.86281276489714,3.64425548577437
KHM,7.43177030242717,6.58272364852731,-4.96368199399319,1.57862051550094,3.74000920039251,3.66847775428445
MAR,1.91410663270995,1.81642055572905,-8.13866950405836,7.0606299574828,0.779078150413596,2.58793464682357
MEX,1.01136621686764,-1.33462176883367,-9.10287154605422,5.34306679586261,2.93163505458958,2.45603364564664
MYS,3.07401779071937,2.75950122381441,-6.7093351308522,2.13146199778431,7.73357563754043,2.26723785284469
NGA,-0.406836852099559,-0.0100047593980293,-8.34242347930724,-0.988127022973842,2.15831410306673,1.18123657085347
PER,2.1018453903506,0.502286291227506,-11.989123385761,12.2777396432111,1.82762015025182,-1.49255980889144
PHL,5.03429067114457,4.83577546655691,-10.5488615065624,4.76163916254069,6.76595410569132,4.66769736279124
SEN,3.27615846996514,1.80892290260792,-1.29147593329481,3.8734325976821,1.31913435017567,1.79788238969797
THA,3.90762624173355,1.90583495758329,-6.20637326420599,1.43062175645008,2.56894316437668,2.06455231923211
TZA,2.24213027557943,2.71005881950599,-0.998987836780785,1.25401761079502,1.54299792361155,2.08099243052513
VNM,6.28095828201967,6.32464886581907,1.91581434772165,1.66651604176819,7.7256990880817,4.36194957647844
