country_code,2018,2019,2020,2021,2022,2023
BGD,0.820955197842845,0.84641125179804,0.836310836229073,0.814977993693211,1.02423384746683,1.22171475464107
BRA,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996
CHL,1.78538584857741,1.59911795256016,0.896491953505063,0.441498091207504,0.495789591494285,0.53962870957127
CIV,2.69696827034562,2.61916841176218,2.53019803537112,2.47398737434864,2.51622934953513,2.50384681190665
COL,1.83913784861099,1.78615507724394,1.43632167326968,1.09642825395961,1.06829295530618,1.12092864340999
ETH,2.69675179524869,2.69123978261516,2.71077284780816,2.67249538803955,2.62269500936104,2.6036241976442
GHA,2.07517136640112,2.00780519953703,1.99181985149439,1.95904584379494,1.92029034344132,1.90860289687983
IDN,0.969743409524713,0.935604959235128,0.849801187379341,0.704601321926319,0.746050469653246,0.842666137328498
KEN,2.03083744189606,1.96381549826771,1.96197633664853,1.90040858948898,1.92297608206469,1.98296028478422
KHM,1.24368277407927,1.26258301009769,1.47062988552696,1.47677836241244,1.33088813106016,1.28320677599476
MAR,1.1036421008163,1.03022315933698,1.02565486360782,1.00691847923959,1.00863622672701,1.02195181223548
MEX,0.9466023549862,0.950144329831411,0.820454117563552,0.66740537533078,0.753116988604166,0.872178517508623
MYS,1.70174731907235,1.59646653343981,1.33363323143911,1.15251304394292,1.1977720012836,1.23402869169549
NGA,2.31217263003389,2.1944019229433,2.13029714344341,2.09618685225463,2.09281687128387,2.09838916935738
PER,1.81253577188754,1.71486934751345,1.19250495254373,0.961612354333265,0.959183909355287,1.09975320783678
PHL,1.23686033319068,1.21615534645287,1.1455140860985,0.905660310915421,0.760479216015364,0.810000998681961
SEN,2.8004569855314,2.71760793051867,2.63303572524896,2.53848919398481,2.46764281803509,2.38738348832592
THA,0.302929452489855,0.204609851692418,0.166540794566251,0.119758274714782,0.0111485454856964,-0.0458651887192549
TZA,3.15572113764533,2.98060939385811,2.99305168844906,3.00113934816488,2.95046658393064,2.90250073555304
VNM,1.10791395242199,0.968366698803348,0.927434295850725,0.868883560805873,0.750756665157789,0.671429250652247
